PassengerId,Survived_pred,Survived_prob
892,0,0.10968305402214244
893,0,0.37619939976577965
894,0,0.08990086239286553
895,0,0.10558338202631265
896,1,0.5825101718399057
897,0,0.16093389220928647
898,1,0.6934750842554727
899,0,0.15580081784483718
900,1,0.7895658231200064
901,0,0.07129462146478542
902,0,0.09617298678279974
903,0,0.23544825845570413
904,1,0.9496192193775669
905,0,0.04910212751937156
906,1,0.6744533285073185
907,1,0.8353822160983206
908,0,0.21420486203513153
909,0,0.1775049674960669
910,1,0.5600335597202027
911,1,0.5792449447807185
912,0,0.20896580374415222
913,0,0.16682727121693144
914,1,0.900102233871727
915,1,0.5471476788349474
916,1,0.9569789370974878
917,0,0.03468227731711579
918,1,0.9710932992704603
919,0,0.1695183377674335
920,0,0.41198388101599814
921,0,0.07486050820292484
922,0,0.07721779941838482
923,0,0.1355985211122352
924,0,0.46234890081349567
925,0,0.4962866638451813
926,0,0.3467987126767429
927,0,0.19146957917613563
928,1,0.6235081048079736
929,1,0.6964322227906089
930,0,0.11319818554103549
931,0,0.11785219150863806
932,0,0.09219940556581636
933,1,0.5113432585833924
934,0,0.06535394711967692
935,1,0.7871930824191871
936,1,0.878721801329189
937,0,0.11245999367705004
938,0,0.4698372724841242
939,0,0.12829957444507242
940,1,0.9075921985899356
941,1,0.519647089229653
942,1,0.5127034483168049
943,0,0.2833371599585822
944,1,0.7081305154239766
945,1,0.8254170348339446
946,0,0.2639301209938271
947,0,0.06598668357314312
948,0,0.08036988117269356
949,0,0.11119825543087636
950,0,0.07143282290298275
951,1,0.9828271021845983
952,0,0.14567652029585107
953,0,0.18122483250846164
954,0,0.14103283445129167
955,1,0.7528622226488964
956,1,0.8036150916711261
957,1,0.7952260700948749
958,1,0.7795754437204223
959,0,0.24266160096249836
960,1,0.597157250711899
961,1,0.7031217438768933
962,1,0.7388086080757732
963,0,0.12814540505014915
964,1,0.6294460122547341
965,1,0.6183722481564071
966,1,0.9790823273578455
967,1,0.7675669481935329
968,0,0.09623576530922054
969,1,0.8878021595907216
970,0,0.19214311977143647
971,1,0.7388086080757732
972,0,0.195305525202719
973,0,0.3125056388104114
974,0,0.21598819808794176
975,0,0.09617298678279974
976,0,0.24775761976025432
977,0,0.10107495250470167
978,1,0.7168700559399764
979,1,0.7188772939692555
980,1,0.6959646384885619
981,0,0.30434545345838576
982,1,0.6118142584703452
983,0,0.09612383176563416
984,1,0.7157048187382548
985,0,0.09623576530922054
986,0,0.49731704480868355
987,0,0.11239962545526089
988,0,0.37548402882862114
989,0,0.09846552813853872
990,1,0.703436192798461
991,0,0.08608973696214413
992,1,0.9209571557229237
993,0,0.16428527602205606
994,0,0.12829957444507242
995,0,0.1087384641267109
996,1,0.7161590100846033
997,0,0.10823519199458918
998,0,0.1690024059705591
999,0,0.12829957444507242
1000,0,0.09650590175224959
1001,0,0.4027990251342337
1002,0,0.190342785816028
1003,1,0.6959935682054224
1004,1,0.9510565381782914
1005,1,0.775883577270054
1006,1,0.8913240266389688
1007,0,0.14793332377794235
1008,0,0.134695640735841
1009,0,0.49791656546380547
1010,1,0.6050731666070197
1011,1,0.7394827605471419
1012,1,0.8796770409045133
1013,0,0.09288657305489238
1014,1,0.9406602774671046
1015,0,0.10152275641399737
1016,0,0.12829957444507242
1017,1,0.7108298885961108
1018,0,0.12400274823177967
1019,1,0.543665935509546
1020,0,0.13218781810382532
1021,0,0.11628024269865518
1022,0,0.08905663162558518
1023,0,0.39568245249628126
1024,1,0.5321514777110385
1025,0,0.09771510905978113
1026,0,0.06097355070559095
1027,0,0.11618606629712389
1028,0,0.14962052314987603
1029,0,0.2162578391282034
1030,1,0.6798820472597668
1031,0,0.029625968954221888
1032,0,0.34869291952673875
1033,1,0.9332077836237874
1034,0,0.4688199606608342
1035,0,0.21399570624784256
1036,0,0.2637267986715012
1037,0,0.03455900683732434
1038,0,0.25626523783081556
1039,0,0.12413209799808671
1040,0,0.3612581783973645
1041,0,0.1355922029124226
1042,1,0.9777179229465346
1043,0,0.1354934773507111
1044,0,0.036599758601247236
1045,1,0.5153017300310728
1046,0,0.03953435678549924
1047,0,0.11603988279405171
1048,1,0.9765624980843128
1049,1,0.6796824798661278
1050,0,0.3985766539760365
1051,1,0.6082633611852161
1052,1,0.6959480923714397
1053,0,0.18953545819227047
1054,1,0.8113743487858771
1055,0,0.09580900843949304
1056,0,0.13650609096234934
1057,1,0.5572836073015649
1058,0,0.4663443071557183
1059,0,0.066837924697038
1060,1,0.9287113881280042
1061,1,0.688825975474821
1062,0,0.09603233632884757
1063,0,0.14727350586014823
1064,0,0.08895822871676005
1065,0,0.1351282868305151
1066,0,0.0308477830036825
1067,1,0.8529867807999203
1068,1,0.857004845100708
1069,0,0.33241502463737993
1070,1,0.9691119103654766
1071,1,0.8743063847877268
1072,0,0.19214311977143647
1073,0,0.4873687976076096
1074,1,0.774143015061437
1075,0,0.12829957444507242
1076,1,0.7732965187488386
1077,0,0.14265189058853284
1078,1,0.8271331693424576
1079,0,0.07629252946141064
1080,0,0.08797039593085047
1081,0,0.14094252084025327
1082,0,0.13163028928069767
1083,0,0.3606641433880935
1084,0,0.11806528037759785
1085,0,0.09404251770926277
1086,0,0.31940472577030865
1087,0,0.08601763210563765
1088,1,0.8305481729757037
1089,1,0.7186169980031313
1090,0,0.23363245053008092
1091,1,0.6235767995897445
1092,1,0.7035880601256274
1093,0,0.20618769446781302
1094,1,0.6221091708510439
1095,1,0.8466787997710837
1096,0,0.22059874538250163
1097,0,0.4535250255523111
1098,1,0.6527869525934813
1099,0,0.22704955253851322
1100,1,0.9552026692912947
1101,0,0.11244634760911401
1102,0,0.09471035721572238
1103,0,0.0958292917723755
1104,0,0.33846939103170015
1105,0,0.4730586633306876
1106,0,0.18468467157786927
1107,0,0.41660738454202423
1108,1,0.6960926308306444
1109,0,0.19573437154598006
1110,1,0.9433151701902674
1111,0,0.09623576530922054
1112,1,0.7919221365875366
1113,0,0.12822609320178766
1114,1,0.9613231511092504
1115,0,0.12809310125806464
1116,1,0.84560270438043
1117,1,0.6674770869341916
1118,0,0.12002503071863971
1119,1,0.6959646384885619
1120,0,0.06863579316137532
1121,0,0.1599032700192389
1122,0,0.3546822336393991
1123,1,0.9239563732382433
1124,0,0.0922201821428985
1125,0,0.12836724727499935
1126,1,0.5872948596011162
1127,0,0.13232939525911733
1128,0,0.42946406291634215
1129,0,0.1829914811484701
1130,1,0.78186651080919
1131,1,0.7407898563449862
1132,1,0.8358324052257253
1133,1,0.6461280948133978
1134,0,0.47322354703060693
1135,0,0.09616960869141646
1136,0,0.05957553570511897
1137,0,0.3501102861353066
1138,1,0.8378908987332915
1139,0,0.09384509423191352
1140,1,0.7394827605471419
1141,1,0.6361969154504883
1142,1,0.8659460796761461
1143,0,0.1323674631749034
1144,1,0.6651171350087345
1145,0,0.1168951180770202
1146,0,0.08810578119087278
1147,0,0.09603233632884757
1148,0,0.12829957444507242
1149,0,0.1018649488354385
1150,1,0.847685405061948
1151,0,0.1280822243575826
1152,0,0.05671435961155729
1153,0,0.12812364446001978
1154,1,0.7619552835377945
1155,1,0.7525783319448772
1156,0,0.25920217447437727
1157,0,0.09617298678279974
1158,0,0.333094254448317
1159,0,0.09603233632884757
1160,1,0.6235081048079736
1161,0,0.1461238743404319
1162,1,0.5138238750388437
1163,0,0.12829957444507242
1164,1,0.9697502011820208
1165,1,0.6228428588952136
1166,0,0.13512598853518687
1167,1,0.7985871432487103
1168,0,0.20204167790004335
1169,0,0.10818422990320574
1170,0,0.14660303453472281
1171,0,0.24034686071900482
1172,1,0.6805059072101891
1173,0,0.165883781768327
1174,1,0.6959646384885619
1175,1,0.7715234298358999
1176,1,0.7526642381408578
1177,0,0.07745137069173642
1178,0,0.09591046349825622
1179,1,0.5386936512637291
1180,0,0.2242500861497138
1181,0,0.09623576530922054
1182,0,0.37547414914083127
1183,1,0.69279865411139
1184,0,0.1351282868305151
1185,1,0.510409998984585
1186,0,0.078207500219547
1187,0,0.10879329347713776
1188,1,0.9100803804113042
