PassengerId,Survived_pred,Survived_prob
892,0,0.10963927293975931
893,0,0.4289963538600129
894,0,0.12379862552576126
895,0,0.09141084924805476
896,1,0.5846997913470448
897,0,0.12236933066859818
898,1,0.6297704536935861
899,0,0.19127871600497565
900,1,0.7283008532762543
901,0,0.10486854784854914
902,0,0.08934079256239436
903,0,0.2466584671903206
904,1,0.9274792589094399
905,0,0.08543389149056449
906,1,0.8379734715022146
907,1,0.8409280018356106
908,0,0.21772369132285815
909,0,0.16769975308312562
910,1,0.5538234422485405
911,1,0.5764818369131223
912,0,0.31115495097296864
913,0,0.1364208222417324
914,1,0.8639649901142681
915,1,0.5147087093451438
916,1,0.9257974674625331
917,0,0.05349572385413871
918,1,0.9575307907880546
919,0,0.16251045529681402
920,0,0.3961549274983675
921,0,0.14477921359194523
922,0,0.11461733754612424
923,0,0.1992074904634384
924,1,0.5167196656102441
925,1,0.5480286253197297
926,1,0.5221006615477484
927,0,0.17664137843647668
928,1,0.5476167023148484
929,1,0.5906865787285779
930,0,0.09567424036075894
931,0,0.0897686750096889
932,0,0.11373648306459853
933,0,0.47610501542239647
934,0,0.0661122917576514
935,1,0.724898904705803
936,1,0.8800826542683986
937,0,0.09565952682041699
938,1,0.5055192967171694
939,0,0.1266071361404128
940,1,0.8969110881911588
941,0,0.49777552045285817
942,1,0.5020887011816487
943,0,0.28409122971408035
944,1,0.7722329059994482
945,1,0.883005433953546
946,0,0.27902616200726477
947,0,0.18584952537705027
948,0,0.07604043825457449
949,0,0.14467731887755073
950,0,0.0894128944252437
951,1,0.9419054209256427
952,0,0.11449546286183833
953,0,0.16882327535166794
954,0,0.11197372832056182
955,1,0.6752514447566117
956,1,0.7088034703342627
957,1,0.7349638825022238
958,1,0.6968719330323557
959,0,0.24234935809222236
960,1,0.5922651889643393
961,1,0.7717181391289606
962,1,0.6641489695358601
963,0,0.10470390493582314
964,1,0.5413884151584889
965,1,0.6073046935902526
966,1,0.9429689722137186
967,1,0.5879374848428116
968,0,0.08934214725135742
969,1,0.8661538524157215
970,0,0.17597685768219595
971,1,0.6641489695358601
972,0,0.22711599636208196
973,0,0.2585670193427683
974,0,0.23293523110775424
975,0,0.08934079256239436
976,0,0.24909102885392975
977,0,0.14468264219428414
978,1,0.6471547688506954
979,1,0.6087438270079939
980,1,0.6413993909548762
981,0,0.3015355368974988
982,1,0.5847420713462887
983,0,0.08933973131446196
984,1,0.8885487693005667
985,0,0.08934214725135742
986,0,0.488660905823564
987,0,0.09565831993281672
988,1,0.7051493404229687
989,0,0.08731995770592298
990,1,0.5967197933028132
991,0,0.07964439011667764
992,1,0.9300719579718385
993,0,0.18737685721263578
994,0,0.1266071361404128
995,0,0.09350880203586127
996,1,0.7381462282106107
997,0,0.08946939658631556
998,0,0.1473427080310019
999,0,0.1266071361404128
1000,0,0.08934796770493053
1001,0,0.33488176599108666
1002,0,0.21829314927730625
1003,1,0.6414001161732342
1004,1,0.9405272161426602
1005,1,0.6942007761603932
1006,1,0.8263110929010253
1007,0,0.17858839153151485
1008,0,0.14457555135380465
1009,1,0.6741315405905296
1010,1,0.5628867241588724
1011,1,0.7301524600290632
1012,1,0.805490615690538
1013,0,0.1266071361404128
1014,1,0.9420695451957871
1015,0,0.08933511923491304
1016,0,0.1266071361404128
1017,1,0.6149110281917756
1018,0,0.1023733495210884
1019,1,0.6417842617525923
1020,0,0.13645711008801087
1021,0,0.09785414056933607
1022,0,0.08150368930940399
1023,0,0.4554080696342029
1024,1,0.5480825636493941
1025,0,0.14457555135380465
1026,0,0.06307998324276194
1027,0,0.09785227414010546
1028,0,0.14930504206676928
1029,0,0.19101159971098558
1030,1,0.5784808885938781
1031,0,0.06794546411713662
1032,1,0.6563389430224728
1033,1,0.8501870221499491
1034,0,0.4218536757069892
1035,0,0.18358507631443458
1036,0,0.2657957809168031
1037,0,0.08348463204722327
1038,0,0.41105372034593335
1039,0,0.10237587189521495
1040,0,0.33969044479048605
1041,0,0.1761805067359023
1042,1,0.9583356830554522
1043,0,0.14459502710704406
1044,0,0.04161785088681957
1045,0,0.49767518946415884
1046,0,0.12535262560973215
1047,0,0.09784937446980592
1048,1,0.91781846299912
1049,1,0.5784757331476781
1050,0,0.39006529900733905
1051,1,0.5601724116360106
1052,1,0.6413989761892916
1053,0,0.2227404717854152
1054,1,0.7444719986182231
1055,0,0.08933292308203189
1056,0,0.13944175803479628
1057,1,0.5603918847820762
1058,0,0.4872594728380332
1059,0,0.11225992368319088
1060,1,0.9162355322675734
1061,1,0.5846126053967189
1062,0,0.08933775468264599
1063,0,0.14771810163995044
1064,0,0.10014922745876655
1065,0,0.14458612432190449
1066,0,0.06783946167742126
1067,1,0.7938327267777889
1068,1,0.7724939495479737
1069,0,0.44991042350811133
1070,1,0.8687525550310484
1071,1,0.8873256909903471
1072,0,0.17597685768219595
1073,1,0.556912766827244
1074,1,0.9041191427810027
1075,0,0.1266071361404128
1076,1,0.9238306597525493
1077,0,0.14252050020454915
1078,1,0.7677496325384011
1079,0,0.11449715101868572
1080,1,0.549261324048186
1081,0,0.1424809163018377
1082,0,0.16207925625875527
1083,0,0.33967712381489334
1084,0,0.12933344344208442
1085,0,0.12657875707343283
1086,0,0.2709981739035988
1087,0,0.07964284035025264
1088,1,0.7334607409841137
1089,1,0.6087367544513492
1090,0,0.20287465704753999
1091,1,0.5476183742125119
1092,1,0.6415918491556565
1093,0,0.16430750902784894
1094,1,0.5074832918306098
1095,1,0.8209024483513518
1096,0,0.19487778795066096
1097,0,0.46986436533380693
1098,1,0.6000685177101683
1099,0,0.19884600135238503
1100,1,0.9445795440391636
1101,0,0.09565925405515543
1102,0,0.08162077502282242
1103,0,0.08933336230871268
1104,0,0.22951933928773052
1105,1,0.5541195447847977
1106,0,0.48501119986979585
1107,0,0.3904751349478182
1108,1,0.6414025997928487
1109,0,0.20139355871359005
1110,1,0.9190087146640179
1111,0,0.08934214725135742
1112,1,0.8195140632630662
1113,0,0.1047054657937232
1114,1,0.8822836080253449
1115,0,0.10470289271729898
1116,1,0.8538050334136641
1117,1,0.6760976071125678
1118,0,0.10008984215864679
1119,1,0.6413993909548762
1120,0,0.06694022591817636
1121,0,0.1551928727508451
1122,0,0.24293626388163528
1123,1,0.8832690502659735
1124,0,0.10468973466281258
1125,0,0.12660867883219348
1126,1,0.5587433172513023
1127,0,0.10707972488123231
1128,0,0.41216585734394334
1129,0,0.17123225120011654
1130,1,0.7807565531799378
1131,1,0.8894371579013541
1132,1,0.8474311460523613
1133,1,0.6443386345327824
1134,1,0.5083478422585639
1135,0,0.08934071964516106
1136,0,0.08947753378952625
1137,0,0.39670686904001823
1138,1,0.7632441989187273
1139,0,0.13670541978025644
1140,1,0.7301524600290632
1141,1,0.676078888121237
1142,1,0.8455821382017026
1143,0,0.10708045585376609
1144,1,0.6190271978071802
1145,0,0.09786629505994116
1146,0,0.08058074572133238
1147,0,0.08933775468264599
1148,0,0.1266071361404128
1149,0,0.08934214725135742
1150,1,0.7764299647706261
1151,0,0.10470268217693153
1152,0,0.07350704833908603
1153,0,0.10470348385186738
1154,1,0.730088628946093
1155,1,0.7045715158424023
1156,0,0.2689803521417513
1157,0,0.08934079256239436
1158,0,0.33904769468802354
1159,0,0.08933775468264599
1160,1,0.5476167023148484
1161,0,0.11450385678437876
1162,1,0.5004741970154113
1163,0,0.1266071361404128
1164,1,0.9536139350767421
1165,1,0.6415918491556565
1166,0,0.14458606823019285
1167,1,0.7722898789619879
1168,0,0.18333435195139589
1169,0,0.14265251277307187
1170,0,0.17610215825934414
1171,0,0.20696384862636047
1172,1,0.5784970157091318
1173,0,0.1628559595289767
1174,1,0.6413993909548762
1175,1,0.7707895507582373
1176,1,0.6995027499930052
1177,0,0.07429089222145574
1178,0,0.08933511923491304
1179,1,0.5026897814378797
1180,0,0.22993312220460382
1181,0,0.08934214725135742
1182,0,0.34000658958550717
1183,1,0.6297533534722366
1184,0,0.14458612432190449
1185,0,0.3986478423772857
1186,0,0.07430760251630941
1187,0,0.09350990772205572
1188,1,0.9041248670887971
1189,0,0.14477921359194523
1190,0,0.32897478358770216
1191,0,0.08731934843490018
1192,0,0.08150146636528127
1193,0,0.42733925241535214
1194,0,0.1336264100881344
1195,0,0.09785997932331944
1196,1,0.6413993909548762
1197,1,0.8195831112877099
1198,0,0.2304294052097088
1199,0,0.16251735434849257
1200,0,0.3173245603228851
1201,0,0.4415233835827316
1202,0,0.11198352633321776
1203,0,0.16422568927911962
1204,0,0.08933797430645553
1205,1,0.5879634574248578
1206,1,0.9130328306321871
1207,1,0.7021442261344294
1208,0,0.43376786569694725
1209,0,0.2195950297237868
1210,0,0.0914036004008292
1211,0,0.20733627620248749
1212,0,0.09350880203586127
1213,0,0.24353564457434365
1214,0,0.41384728497345125
1215,0,0.31213246368824893
1216,1,0.8308876085206681
1217,0,0.10008258871709214
1218,1,0.9236036487309349
1219,0,0.3619993259439652
1220,0,0.17985304395390506
1221,0,0.21115859638526238
1222,1,0.6270723419601442
1223,1,0.5430609704355601
1224,0,0.14458606823019285
1225,1,0.7234898742524497
1226,0,0.09140397345766962
1227,1,0.5679976953944381
1228,0,0.1688156994470301
1229,0,0.11366915248359388
1230,0,0.19523382108148835
1231,0,0.14458612432190449
1232,0,0.22392656640649747
1233,0,0.08149988366273882
1234,0,0.08988392066377825
1235,1,0.904496264251717
1236,0,0.08939882885349021
1237,1,0.6206221270936779
1238,0,0.19101159971098558
1239,1,0.6187014912988269
1240,0,0.19889761244500917
1241,1,0.7200396866891725
1242,1,0.9267938828327688
1243,0,0.19487778795066096
1244,0,0.22511099880090524
1245,0,0.11762550395575289
1246,1,0.7090761337647362
1247,0,0.3434655097104013
1248,1,0.8544277630191146
1249,0,0.08934064672798148
1250,0,0.1266071361404128
1251,1,0.5353553412013193
1252,0,0.12172262145885379
1253,1,0.8410620490352949
1254,1,0.7200396866891725
1255,0,0.09141084924805476
1256,1,0.9658799911603461
1257,1,0.549261324048186
1258,0,0.1446826969808662
1259,1,0.5854180536595747
1260,1,0.8775040483709305
1261,0,0.27396814485445287
1262,0,0.21113161799892513
1263,1,0.9477236602290848
1264,0,0.3485095494897109
1265,0,0.13064917680113577
1266,1,0.8886018408336248
1267,1,0.8798405398899349
1268,1,0.5846047387345664
1269,0,0.21113161799892513
1270,0,0.3163078891708052
1271,0,0.1490719327728229
1272,0,0.1266071361404128
1273,0,0.13226432147526404
1274,1,0.547789236480301
1275,1,0.6029579668539278
1276,0,0.18337275215996826
1277,1,0.7549338772731803
1278,0,0.09785151918898266
1279,0,0.0978348202830993
1280,0,0.14734174756541202
1281,0,0.1457773875962845
1282,1,0.5092667224816904
1283,1,0.8630904682966672
1284,0,0.12522082876042723
1285,0,0.12230322243150434
1286,0,0.08744137222534296
1287,1,0.9353352066182958
1288,0,0.13812455822806116
1289,1,0.9495355108145503
1290,0,0.102373143129419
1291,0,0.1185122084975009
1292,1,0.9214622403366374
1293,0,0.14883424258457464
1294,1,0.9273231264145287
1295,0,0.40459221828530895
1296,1,0.5180077621218219
1297,0,0.4552029247211262
1298,0,0.20287465704753999
1299,0,0.4790658380454875
1300,1,0.6413986657358715
1301,1,0.6940531337481625
1302,1,0.6413993909548762
1303,1,0.9068146123677931
1304,1,0.5476093459523633
1305,0,0.08934214725135742
1306,1,0.9366694958703179
1307,0,0.0700892623118117
1308,0,0.08934214725135742
1309,0,0.14478829338749696
